path,relative_path,image,split,folder_label,csv_label,label,class_name,suffix,size_bytes,width,height,channels,mean_brightness,is_damaged,sha1,is_duplicate,label_mismatch
C:\Users\mijam\OneDrive\Desktop\COPIA DE SEGURIDAD PROYECTO IA PARA MARIO\IA\dataset\raw_aligned\train\4\train_05731_aligned.jpg,raw_aligned/train/4/train_05731_aligned.jpg,train_05731_aligned.jpg,train,4,4,3,happiness,.jpg,2344,224,224,3,83.3144,False,9ed1379a453387fdbacf38bf2fa564a7793b160d,False,False
C:\Users\mijam\OneDrive\Desktop\COPIA DE SEGURIDAD PROYECTO IA PARA MARIO\IA\dataset\raw_aligned\train\1\train_04139_aligned.jpg,raw_aligned/train/1/train_04139_aligned.jpg,train_04139_aligned.jpg,train,1,1,0,surprise,.jpg,2560,224,224,3,102.8076,False,23804dfb71dbebe26b321cd5f552176e16822e9a,False,False
C:\Users\mijam\OneDrive\Desktop\COPIA DE SEGURIDAD PROYECTO IA PARA MARIO\IA\dataset\raw_aligned\train\4\train_02477_aligned.jpg,raw_aligned/train/4/train_02477_aligned.jpg,train_02477_aligned.jpg,train,4,4,3,happiness,.jpg,2271,224,224,3,139.9876,False,d8a88425eec1165fd629bb91980a53dccb9af795,False,False
C:\Users\mijam\OneDrive\Desktop\COPIA DE SEGURIDAD PROYECTO IA PARA MARIO\IA\dataset\raw_aligned\train\7\train_11604_aligned.jpg,raw_aligned/train/7/train_11604_aligned.jpg,train_11604_aligned.jpg,train,7,7,6,neutral,.jpg,1922,224,224,3,44.8762,False,bbd92588dffd2a07c5c20824a430162eda910102,False,False
C:\Users\mijam\OneDrive\Desktop\COPIA DE SEGURIDAD PROYECTO IA PARA MARIO\IA\dataset\raw_aligned\train\4\train_01664_aligned.jpg,raw_aligned/train/4/train_01664_aligned.jpg,train_01664_aligned.jpg,train,4,4,3,happiness,.jpg,2373,224,224,3,97.5665,False,e874198310c7af348e7e7293bca0cb76a417db19,False,False
C:\Users\mijam\OneDrive\Desktop\COPIA DE SEGURIDAD PROYECTO IA PARA MARIO\IA\dataset\raw_aligned\train\4\train_05601_aligned.jpg,raw_aligned/train/4/train_05601_aligned.jpg,train_05601_aligned.jpg,train,4,4,3,happiness,.jpg,1905,224,224,3,84.4472,False,281cf4b1d9f7ab3c414d8023f69142cfcda41a67,False,False
C:\Users\mijam\OneDrive\Desktop\COPIA DE SEGURIDAD PROYECTO IA PARA MARIO\IA\dataset\raw_aligned\train\7\train_12015_aligned.jpg,raw_aligned/train/7/train_12015_aligned.jpg,train_12015_aligned.jpg,train,7,7,6,neutral,.jpg,1991,224,224,3,72.7549,False,068dac8f8ca066efa3568fcc1ee29acdb62b3e9c,False,False
C:\Users\mijam\OneDrive\Desktop\COPIA DE SEGURIDAD PROYECTO IA PARA MARIO\IA\dataset\raw_aligned\train\1\train_06950_aligned.jpg,raw_aligned/train/1/train_06950_aligned.jpg,train_06950_aligned.jpg,train,1,1,0,surprise,.jpg,2667,224,224,3,167.7864,False,6eee1308a3059c5ea6c334b0670a5ea9e2bc7942,False,False
C:\Users\mijam\OneDrive\Desktop\COPIA DE SEGURIDAD PROYECTO IA PARA MARIO\IA\dataset\raw_aligned\train\4\train_04769_aligned.jpg,raw_aligned/train/4/train_04769_aligned.jpg,train_04769_aligned.jpg,train,4,4,3,happiness,.jpg,2282,224,224,3,89.4502,False,ca9b2e03b6bc190c69147cb7638f4f593cfcfb97,False,False
C:\Users\mijam\OneDrive\Desktop\COPIA DE SEGURIDAD PROYECTO IA PARA MARIO\IA\dataset\raw_aligned\train\4\train_04694_aligned.jpg,raw_aligned/train/4/train_04694_aligned.jpg,train_04694_aligned.jpg,train,4,4,3,happiness,.jpg,2046,224,224,3,117.2488,False,7f963e36d2c8eb4526ca69ee77cf155d116f6af4,False,False
C:\Users\mijam\OneDrive\Desktop\COPIA DE SEGURIDAD PROYECTO IA PARA MARIO\IA\dataset\raw_aligned\train\4\train_00350_aligned.jpg,raw_aligned/train/4/train_00350_aligned.jpg,train_00350_aligned.jpg,train,4,4,3,happiness,.jpg,2213,224,224,3,153.4509,False,b6ea8cfcd5d9a0d3058f0d6fbe9936d08aa95594,False,False
C:\Users\mijam\OneDrive\Desktop\COPIA DE SEGURIDAD PROYECTO IA PARA MARIO\IA\dataset\raw_aligned\train\4\train_03122_aligned.jpg,raw_aligned/train/4/train_03122_aligned.jpg,train_03122_aligned.jpg,train,4,4,3,happiness,.jpg,2798,224,224,3,112.3227,False,b2b98b7792063d49c76fe54e9f5b137e71b0e5d9,False,False
C:\Users\mijam\OneDrive\Desktop\COPIA DE SEGURIDAD PROYECTO IA PARA MARIO\IA\dataset\raw_aligned\train\4\train_04726_aligned.jpg,raw_aligned/train/4/train_04726_aligned.jpg,train_04726_aligned.jpg,train,4,4,3,happiness,.jpg,3153,224,224,3,146.9628,False,a7ba5ea3ed50523aa7c0590082e1d8e34512c570,False,False
C:\Users\mijam\OneDrive\Desktop\COPIA DE SEGURIDAD PROYECTO IA PARA MARIO\IA\dataset\raw_aligned\train\4\train_00148_aligned.jpg,raw_aligned/train/4/train_00148_aligned.jpg,train_00148_aligned.jpg,train,4,4,3,happiness,.jpg,2012,224,224,3,84.7225,False,c13eb7f07e54061e7966632caed87a8e44a7b859,False,False
C:\Users\mijam\OneDrive\Desktop\COPIA DE SEGURIDAD PROYECTO IA PARA MARIO\IA\dataset\raw_aligned\train\4\train_04533_aligned.jpg,raw_aligned/train/4/train_04533_aligned.jpg,train_04533_aligned.jpg,train,4,4,3,happiness,.jpg,2960,224,224,3,151.6815,False,088d938513f5403694740906f33b654201d00d8b,False,False
C:\Users\mijam\OneDrive\Desktop\COPIA DE SEGURIDAD PROYECTO IA PARA MARIO\IA\dataset\raw_aligned\train\3\train_09652_aligned.jpg,raw_aligned/train/3/train_09652_aligned.jpg,train_09652_aligned.jpg,train,3,3,2,disgust,.jpg,2436,224,224,3,121.8981,False,82e9f1ba621dd7ab5cd18fa479d2b95a5aba5ad8,False,False
C:\Users\mijam\OneDrive\Desktop\COPIA DE SEGURIDAD PROYECTO IA PARA MARIO\IA\dataset\raw_aligned\train\4\train_03592_aligned.jpg,raw_aligned/train/4/train_03592_aligned.jpg,train_03592_aligned.jpg,train,4,4,3,happiness,.jpg,2622,224,224,3,168.7296,False,c27895989cbc3efe30f4e8cbada87a740496cd36,False,False
C:\Users\mijam\OneDrive\Desktop\COPIA DE SEGURIDAD PROYECTO IA PARA MARIO\IA\dataset\raw_aligned\train\4\train_08136_aligned.jpg,raw_aligned/train/4/train_08136_aligned.jpg,train_08136_aligned.jpg,train,4,4,3,happiness,.jpg,2207,224,224,3,161.6133,False,d6d3905332ae77041425328e4a394fb1df219900,False,False
C:\Users\mijam\OneDrive\Desktop\COPIA DE SEGURIDAD PROYECTO IA PARA MARIO\IA\dataset\raw_aligned\train\4\train_05457_aligned.jpg,raw_aligned/train/4/train_05457_aligned.jpg,train_05457_aligned.jpg,train,4,4,3,happiness,.jpg,2504,224,224,3,132.8995,False,28eac6dc75b5eb915a391b26a601574b9d282ce0,False,False
C:\Users\mijam\OneDrive\Desktop\COPIA DE SEGURIDAD PROYECTO IA PARA MARIO\IA\dataset\raw_aligned\train\4\train_05461_aligned.jpg,raw_aligned/train/4/train_05461_aligned.jpg,train_05461_aligned.jpg,train,4,4,3,happiness,.jpg,2705,224,224,3,139.0157,False,a5e65213c50cfef91182785d59256fd8bdd33f46,False,False
C:\Users\mijam\OneDrive\Desktop\COPIA DE SEGURIDAD PROYECTO IA PARA MARIO\IA\dataset\raw_aligned\train\7\train_11865_aligned.jpg,raw_aligned/train/7/train_11865_aligned.jpg,train_11865_aligned.jpg,train,7,7,6,neutral,.jpg,2936,224,224,3,170.4497,False,d790ff8eb0db51dee7598ff643175bad0dc8f45e,False,False
C:\Users\mijam\OneDrive\Desktop\COPIA DE SEGURIDAD PROYECTO IA PARA MARIO\IA\dataset\raw_aligned\train\4\train_08768_aligned.jpg,raw_aligned/train/4/train_08768_aligned.jpg,train_08768_aligned.jpg,train,4,4,3,happiness,.jpg,3396,224,224,3,107.4429,False,cdc4c6ff9265b6da64d69099da68bb4d13dd1396,False,False
C:\Users\mijam\OneDrive\Desktop\COPIA DE SEGURIDAD PROYECTO IA PARA MARIO\IA\dataset\raw_aligned\train\7\train_10244_aligned.jpg,raw_aligned/train/7/train_10244_aligned.jpg,train_10244_aligned.jpg,train,7,7,6,neutral,.jpg,2677,224,224,3,138.8813,False,83faae41bd01ed3cfda1acc84e9dad9ef9e1877a,False,False
C:\Users\mijam\OneDrive\Desktop\COPIA DE SEGURIDAD PROYECTO IA PARA MARIO\IA\dataset\raw_aligned\train\1\train_05129_aligned.jpg,raw_aligned/train/1/train_05129_aligned.jpg,train_05129_aligned.jpg,train,1,1,0,surprise,.jpg,1976,224,224,3,149.9223,False,6b3cdd98b24b349238bc82755626b0a1457e72df,False,False
C:\Users\mijam\OneDrive\Desktop\COPIA DE SEGURIDAD PROYECTO IA PARA MARIO\IA\dataset\raw_aligned\train\4\train_01962_aligned.jpg,raw_aligned/train/4/train_01962_aligned.jpg,train_01962_aligned.jpg,train,4,4,3,happiness,.jpg,2323,224,224,3,93.9372,False,4e55366b887f314b2ba91c02064154b19033e406,False,False
C:\Users\mijam\OneDrive\Desktop\COPIA DE SEGURIDAD PROYECTO IA PARA MARIO\IA\dataset\raw_aligned\train\4\train_04065_aligned.jpg,raw_aligned/train/4/train_04065_aligned.jpg,train_04065_aligned.jpg,train,4,4,3,happiness,.jpg,2170,224,224,3,158.6019,False,26afc14a894c54b2287fd9c39de3f8dce029410e,False,False
C:\Users\mijam\OneDrive\Desktop\COPIA DE SEGURIDAD PROYECTO IA PARA MARIO\IA\dataset\raw_aligned\train\4\train_05369_aligned.jpg,raw_aligned/train/4/train_05369_aligned.jpg,train_05369_aligned.jpg,train,4,4,3,happiness,.jpg,3000,224,224,3,136.6174,False,88303cb4f067b673a8718c966fe394f46a4dc907,False,False
C:\Users\mijam\OneDrive\Desktop\COPIA DE SEGURIDAD PROYECTO IA PARA MARIO\IA\dataset\raw_aligned\train\4\train_01613_aligned.jpg,raw_aligned/train/4/train_01613_aligned.jpg,train_01613_aligned.jpg,train,4,4,3,happiness,.jpg,2785,224,224,3,119.6925,False,fa8c7a36e252888d3fd04e95ddfd26861a6c119d,False,False
C:\Users\mijam\OneDrive\Desktop\COPIA DE SEGURIDAD PROYECTO IA PARA MARIO\IA\dataset\raw_aligned\train\2\train_09179_aligned.jpg,raw_aligned/train/2/train_09179_aligned.jpg,train_09179_aligned.jpg,train,2,2,1,fear,.jpg,1767,224,224,3,67.3393,False,26d23dd318b8b66b7f64d58edccd31cf10b93aee,False,False
C:\Users\mijam\OneDrive\Desktop\COPIA DE SEGURIDAD PROYECTO IA PARA MARIO\IA\dataset\raw_aligned\train\4\train_00219_aligned.jpg,raw_aligned/train/4/train_00219_aligned.jpg,train_00219_aligned.jpg,train,4,4,3,happiness,.jpg,1959,224,224,3,87.5813,False,57e1f4f27c10d92f851a8cec87cd9775b18d1d75,False,False
C:\Users\mijam\OneDrive\Desktop\COPIA DE SEGURIDAD PROYECTO IA PARA MARIO\IA\dataset\raw_aligned\train\3\train_09501_aligned.jpg,raw_aligned/train/3/train_09501_aligned.jpg,train_09501_aligned.jpg,train,3,3,2,disgust,.jpg,2327,224,224,3,125.6951,False,95241a52d3c4a4eb8feccadf9925ce4304ebb442,False,False
C:\Users\mijam\OneDrive\Desktop\COPIA DE SEGURIDAD PROYECTO IA PARA MARIO\IA\dataset\raw_aligned\train\7\train_09768_aligned.jpg,raw_aligned/train/7/train_09768_aligned.jpg,train_09768_aligned.jpg,train,7,7,6,neutral,.jpg,2540,224,224,3,146.3752,False,81626217aa88b83f087828169414631ab79507f5,False,False
C:\Users\mijam\OneDrive\Desktop\COPIA DE SEGURIDAD PROYECTO IA PARA MARIO\IA\dataset\raw_aligned\train\7\train_10147_aligned.jpg,raw_aligned/train/7/train_10147_aligned.jpg,train_10147_aligned.jpg,train,7,7,6,neutral,.jpg,2380,224,224,3,103.3942,False,f6429860ff40138c434ac30102b4ef89d7d76b91,False,False
C:\Users\mijam\OneDrive\Desktop\COPIA DE SEGURIDAD PROYECTO IA PARA MARIO\IA\dataset\raw_aligned\train\6\train_04192_aligned.jpg,raw_aligned/train/6/train_04192_aligned.jpg,train_04192_aligned.jpg,train,6,6,5,anger,.jpg,2633,224,224,3,81.5145,False,a644d9cbcd3c3ef9f3be399217765a67c9ae1774,False,False
C:\Users\mijam\OneDrive\Desktop\COPIA DE SEGURIDAD PROYECTO IA PARA MARIO\IA\dataset\raw_aligned\train\4\train_02874_aligned.jpg,raw_aligned/train/4/train_02874_aligned.jpg,train_02874_aligned.jpg,train,4,4,3,happiness,.jpg,2443,224,224,3,97.6433,False,5bc17912e12c66a286ddec94ae1f45548d0dfddd,False,False
C:\Users\mijam\OneDrive\Desktop\COPIA DE SEGURIDAD PROYECTO IA PARA MARIO\IA\dataset\raw_aligned\train\7\train_11184_aligned.jpg,raw_aligned/train/7/train_11184_aligned.jpg,train_11184_aligned.jpg,train,7,7,6,neutral,.jpg,2675,224,224,3,90.8311,False,bde2327e9f130f0f37790f8cbde0d52bfe4bdbe5,False,False
C:\Users\mijam\OneDrive\Desktop\COPIA DE SEGURIDAD PROYECTO IA PARA MARIO\IA\dataset\raw_aligned\train\4\train_03872_aligned.jpg,raw_aligned/train/4/train_03872_aligned.jpg,train_03872_aligned.jpg,train,4,4,3,happiness,.jpg,2469,224,224,3,129.4348,False,b587c076b960ed5447ce5560bd64d25ea37f6b60,False,False
C:\Users\mijam\OneDrive\Desktop\COPIA DE SEGURIDAD PROYECTO IA PARA MARIO\IA\dataset\raw_aligned\train\7\train_10171_aligned.jpg,raw_aligned/train/7/train_10171_aligned.jpg,train_10171_aligned.jpg,train,7,7,6,neutral,.jpg,1994,224,224,3,57.2107,False,38988cc40769a6bd430145265c9709e1cfb5ebef,False,False
C:\Users\mijam\OneDrive\Desktop\COPIA DE SEGURIDAD PROYECTO IA PARA MARIO\IA\dataset\raw_aligned\train\6\train_08861_aligned.jpg,raw_aligned/train/6/train_08861_aligned.jpg,train_08861_aligned.jpg,train,6,6,5,anger,.jpg,2742,224,224,3,132.6613,False,a59bf4aa4c6e9d869e40a6cc09c3d806bf0bddf2,False,False
C:\Users\mijam\OneDrive\Desktop\COPIA DE SEGURIDAD PROYECTO IA PARA MARIO\IA\dataset\raw_aligned\train\6\train_01243_aligned.jpg,raw_aligned/train/6/train_01243_aligned.jpg,train_01243_aligned.jpg,train,6,6,5,anger,.jpg,2198,224,224,3,109.5645,False,f3f89cda73215dbc17631009449ccbff23944cbf,False,False
C:\Users\mijam\OneDrive\Desktop\COPIA DE SEGURIDAD PROYECTO IA PARA MARIO\IA\dataset\raw_aligned\train\5\train_06627_aligned.jpg,raw_aligned/train/5/train_06627_aligned.jpg,train_06627_aligned.jpg,train,5,5,4,sadness,.jpg,1751,224,224,3,38.0838,False,0bb98ecb85fe30e3929ef06ac78e5628df7fc3b7,False,False
C:\Users\mijam\OneDrive\Desktop\COPIA DE SEGURIDAD PROYECTO IA PARA MARIO\IA\dataset\raw_aligned\train\7\train_10312_aligned.jpg,raw_aligned/train/7/train_10312_aligned.jpg,train_10312_aligned.jpg,train,7,7,6,neutral,.jpg,2652,224,224,3,106.5506,False,77ee535002a66463e552a25418cb7bebcc61de5f,False,False
C:\Users\mijam\OneDrive\Desktop\COPIA DE SEGURIDAD PROYECTO IA PARA MARIO\IA\dataset\raw_aligned\train\4\train_03043_aligned.jpg,raw_aligned/train/4/train_03043_aligned.jpg,train_03043_aligned.jpg,train,4,4,3,happiness,.jpg,2397,224,224,3,117.3176,False,2f70f6fd692016a6cfe4e23430412e560d10ca65,False,False
C:\Users\mijam\OneDrive\Desktop\COPIA DE SEGURIDAD PROYECTO IA PARA MARIO\IA\dataset\raw_aligned\train\3\train_06810_aligned.jpg,raw_aligned/train/3/train_06810_aligned.jpg,train_06810_aligned.jpg,train,3,3,2,disgust,.jpg,3030,224,224,3,74.772,False,1d4051d75f36f41b687fdf1369e1aa87ca3040ee,False,False
C:\Users\mijam\OneDrive\Desktop\COPIA DE SEGURIDAD PROYECTO IA PARA MARIO\IA\dataset\raw_aligned\train\1\train_05051_aligned.jpg,raw_aligned/train/1/train_05051_aligned.jpg,train_05051_aligned.jpg,train,1,1,0,surprise,.jpg,2970,224,224,3,157.9568,False,c0bfbbe01e472845046c42dc1d308100ae312ed8,False,False
C:\Users\mijam\OneDrive\Desktop\COPIA DE SEGURIDAD PROYECTO IA PARA MARIO\IA\dataset\raw_aligned\train\1\train_05423_aligned.jpg,raw_aligned/train/1/train_05423_aligned.jpg,train_05423_aligned.jpg,train,1,1,0,surprise,.jpg,2391,224,224,3,110.6658,False,64027536b112d4a00412dc8400730eca8d572ae1,False,False
C:\Users\mijam\OneDrive\Desktop\COPIA DE SEGURIDAD PROYECTO IA PARA MARIO\IA\dataset\raw_aligned\train\5\train_04104_aligned.jpg,raw_aligned/train/5/train_04104_aligned.jpg,train_04104_aligned.jpg,train,5,5,4,sadness,.jpg,2210,224,224,3,71.4348,False,adfc3a85b85fc3ce693a5a6b64491fa89f60124e,False,False
C:\Users\mijam\OneDrive\Desktop\COPIA DE SEGURIDAD PROYECTO IA PARA MARIO\IA\dataset\raw_aligned\train\4\train_08213_aligned.jpg,raw_aligned/train/4/train_08213_aligned.jpg,train_08213_aligned.jpg,train,4,4,3,happiness,.jpg,2625,224,224,3,103.0966,False,3dcbdfdd5a54012f2627f415b017d0feb845a68b,False,False
C:\Users\mijam\OneDrive\Desktop\COPIA DE SEGURIDAD PROYECTO IA PARA MARIO\IA\dataset\raw_aligned\train\7\train_11495_aligned.jpg,raw_aligned/train/7/train_11495_aligned.jpg,train_11495_aligned.jpg,train,7,7,6,neutral,.jpg,2680,224,224,3,103.1871,False,1c164baa20181d1e6b4301cba1e51e31de2a429f,False,False
C:\Users\mijam\OneDrive\Desktop\COPIA DE SEGURIDAD PROYECTO IA PARA MARIO\IA\dataset\raw_aligned\train\6\train_05947_aligned.jpg,raw_aligned/train/6/train_05947_aligned.jpg,train_05947_aligned.jpg,train,6,6,5,anger,.jpg,2495,224,224,3,126.9539,False,87df86713084b5c94d1611c85b74acb71c230844,False,False
C:\Users\mijam\OneDrive\Desktop\COPIA DE SEGURIDAD PROYECTO IA PARA MARIO\IA\dataset\raw_aligned\train\3\train_09615_aligned.jpg,raw_aligned/train/3/train_09615_aligned.jpg,train_09615_aligned.jpg,train,3,3,2,disgust,.jpg,2633,224,224,3,96.6671,False,57848f88c4d337acda77860ed865c6dc2264053f,False,False
C:\Users\mijam\OneDrive\Desktop\COPIA DE SEGURIDAD PROYECTO IA PARA MARIO\IA\dataset\raw_aligned\train\6\train_06522_aligned.jpg,raw_aligned/train/6/train_06522_aligned.jpg,train_06522_aligned.jpg,train,6,6,5,anger,.jpg,2706,224,224,3,133.0511,False,59eef780cf9f5ed07205a9a91f8c7ce58bca4fe8,False,False
C:\Users\mijam\OneDrive\Desktop\COPIA DE SEGURIDAD PROYECTO IA PARA MARIO\IA\dataset\raw_aligned\train\4\train_04307_aligned.jpg,raw_aligned/train/4/train_04307_aligned.jpg,train_04307_aligned.jpg,train,4,4,3,happiness,.jpg,2544,224,224,3,168.3776,False,23fc94a7a0fdbf1cc6441aa79a8c4e449eebec64,False,False
C:\Users\mijam\OneDrive\Desktop\COPIA DE SEGURIDAD PROYECTO IA PARA MARIO\IA\dataset\raw_aligned\train\2\train_09167_aligned.jpg,raw_aligned/train/2/train_09167_aligned.jpg,train_09167_aligned.jpg,train,2,2,1,fear,.jpg,2275,224,224,3,132.0769,False,b0871103f3d5248389891b3858022d48d11839eb,False,False
C:\Users\mijam\OneDrive\Desktop\COPIA DE SEGURIDAD PROYECTO IA PARA MARIO\IA\dataset\raw_aligned\train\7\train_11207_aligned.jpg,raw_aligned/train/7/train_11207_aligned.jpg,train_11207_aligned.jpg,train,7,7,6,neutral,.jpg,2184,224,224,3,147.2006,False,0feda4a98f51ccf353ec6c0e3a7d9a3fd6b785b5,False,False
C:\Users\mijam\OneDrive\Desktop\COPIA DE SEGURIDAD PROYECTO IA PARA MARIO\IA\dataset\raw_aligned\train\7\train_10756_aligned.jpg,raw_aligned/train/7/train_10756_aligned.jpg,train_10756_aligned.jpg,train,7,7,6,neutral,.jpg,2174,224,224,3,175.6502,False,8e6af090465cc8f34697b4ac1a25666787cf37cc,False,False
C:\Users\mijam\OneDrive\Desktop\COPIA DE SEGURIDAD PROYECTO IA PARA MARIO\IA\dataset\raw_aligned\train\4\train_02225_aligned.jpg,raw_aligned/train/4/train_02225_aligned.jpg,train_02225_aligned.jpg,train,4,4,3,happiness,.jpg,1960,224,224,3,90.1783,False,dcc39ee451588fae96f71cec572e7c409eb2e3c9,False,False
C:\Users\mijam\OneDrive\Desktop\COPIA DE SEGURIDAD PROYECTO IA PARA MARIO\IA\dataset\raw_aligned\train\4\train_07359_aligned.jpg,raw_aligned/train/4/train_07359_aligned.jpg,train_07359_aligned.jpg,train,4,4,3,happiness,.jpg,1909,224,224,3,110.5587,False,74c6ff12d86ce17a81edcb0ffb018981bda731dd,False,False
C:\Users\mijam\OneDrive\Desktop\COPIA DE SEGURIDAD PROYECTO IA PARA MARIO\IA\dataset\raw_aligned\train\5\train_09050_aligned.jpg,raw_aligned/train/5/train_09050_aligned.jpg,train_09050_aligned.jpg,train,5,5,4,sadness,.jpg,2632,224,224,3,190.0351,False,6e1dc33f653798e9efa3a67b57e840d6e3335361,False,False
C:\Users\mijam\OneDrive\Desktop\COPIA DE SEGURIDAD PROYECTO IA PARA MARIO\IA\dataset\raw_aligned\train\5\train_08734_aligned.jpg,raw_aligned/train/5/train_08734_aligned.jpg,train_08734_aligned.jpg,train,5,5,4,sadness,.jpg,2192,224,224,3,128.5288,False,d1fd618bda148916c453973f5e01206989ec2dbd,False,False
C:\Users\mijam\OneDrive\Desktop\COPIA DE SEGURIDAD PROYECTO IA PARA MARIO\IA\dataset\raw_aligned\train\7\train_11829_aligned.jpg,raw_aligned/train/7/train_11829_aligned.jpg,train_11829_aligned.jpg,train,7,7,6,neutral,.jpg,2527,224,224,3,121.8335,False,6b93997c7b381cbd578a7adb1d475c5231bf0ed3,False,False
